Date,Cloud Provider,Service Name,Region,Department,Cost (USD),Usage Quantity
2025-08-19,AWS,EBS,eu-west-1,Engineering,13.47,27.21
2025-08-19,AWS,EBS,ap-south-1,Finance,8.54,30.74
2025-08-19,AWS,EC2,us-east-1,DevOps,44.59,122.9
2025-08-19,AWS,EC2,us-west-2,Marketing,47.3,113.91
2025-08-19,AWS,EC2,eu-west-1,Finance,37.61,99.79
2025-08-19,AWS,Lambda,us-west-2,DevOps,3.98,6.53
2025-08-19,AWS,Lambda,eu-west-1,QA,4.29,10.54
2025-08-19,AWS,Lambda,ap-south-1,Marketing,4.84,7.4
2025-08-19,AWS,RDS,us-east-1,Engineering,27.44,90.28
2025-08-19,AWS,RDS,us-west-2,Finance,37.61,137.58
2025-08-19,AWS,RDS,eu-west-1,QA,33.86,101.43
2025-08-19,AWS,RDS,ap-south-1,Engineering,40.74,59.19
2025-08-19,AWS,S3,us-east-1,DevOps,7.03,14.69
2025-08-19,AWS,S3,us-west-2,Marketing,7.02,24.81
2025-08-19,AWS,S3,eu-west-1,Engineering,6.27,24.63
2025-08-19,AWS,S3,ap-south-1,QA,11.88,26.08
2025-08-19,Azure,Blob Storage,East US,DevOps,11.49,38.23
2025-08-19,Azure,Blob Storage,West Europe,Engineering,8.42,21.56
2025-08-19,Azure,Blob Storage,Southeast Asia,Engineering,13.2,49.07
2025-08-19,Azure,CDN,East US,Data Science,10.4,24.35
2025-08-19,Azure,CDN,Southeast Asia,Engineering,8.38,21.77
2025-08-19,Azure,Functions,Central India,QA,7.86,19.59
2025-08-19,Azure,Functions,Southeast Asia,QA,9.25,25.39
2025-08-19,Azure,SQL Database,East US,QA,32.69,101.61
2025-08-19,Azure,SQL Database,Central India,DevOps,40.07,135.4
2025-08-19,Azure,Virtual Machines,East US,DevOps,55.99,89.35
2025-08-19,Azure,Virtual Machines,West Europe,QA,61.37,187.81
2025-08-19,Azure,Virtual Machines,Central India,Data Science,40.4,117.41
2025-08-19,Azure,Virtual Machines,Southeast Asia,Marketing,34.63,68.19
2025-08-19,GCP,BigQuery,us-central1,QA,25.15,75.69
2025-08-19,GCP,BigQuery,europe-west1,DevOps,15.8,24.84
2025-08-19,GCP,Cloud CDN,us-central1,Finance,17.49,49.55
2025-08-19,GCP,Cloud Functions,us-central1,DevOps,8.02,21.64
2025-08-19,GCP,Cloud Functions,asia-south1,Finance,5.22,12.54
2025-08-19,GCP,Cloud Storage,us-central1,DevOps,9.98,39.62
2025-08-19,GCP,Cloud Storage,europe-west1,DevOps,6.73,27.74
2025-08-19,GCP,Cloud Storage,asia-south1,DevOps,15.37,32.45
2025-08-19,GCP,Compute Engine,us-central1,Finance,37.77,75.59
2025-08-19,GCP,Compute Engine,europe-west1,Finance,70.36,132.9
2025-08-19,GCP,Compute Engine,asia-south1,Marketing,61.95,153.99
2025-08-20,AWS,CloudFront,eu-west-1,QA,10.24,34.99
2025-08-20,AWS,EBS,us-west-2,Engineering,13.02,22.52
2025-08-20,AWS,EBS,eu-west-1,Engineering,13.27,26.73
2025-08-20,AWS,EBS,ap-south-1,Finance,8.96,34.55
2025-08-20,AWS,EC2,us-east-1,DevOps,43.24,138.48
2025-08-20,AWS,EC2,us-west-2,Marketing,34.83,89.38
2025-08-20,AWS,EC2,eu-west-1,Finance,38.24,98.19
2025-08-20,AWS,Lambda,us-west-2,DevOps,3.29,5.15
2025-08-20,AWS,Lambda,eu-west-1,QA,4.48,12.7
2025-08-20,AWS,Lambda,ap-south-1,Marketing,4.24,6.77
2025-08-20,AWS,RDS,us-east-1,Engineering,28.94,95.13
2025-08-20,AWS,RDS,us-west-2,Finance,41.52,149.17
2025-08-20,AWS,RDS,eu-west-1,QA,30.27,94.2
2025-08-20,AWS,RDS,ap-south-1,Engineering,48.99,78.13
2025-08-20,AWS,S3,us-east-1,DevOps,8.6,17.6
2025-08-20,AWS,S3,us-west-2,Marketing,6.24,20.33
2025-08-20,AWS,S3,eu-west-1,Engineering,6.36,25.84
2025-08-20,AWS,S3,ap-south-1,QA,11.32,27.2
2025-08-20,Azure,Blob Storage,East US,DevOps,13.95,53.15
2025-08-20,Azure,Blob Storage,West Europe,Engineering,8.69,23.45
2025-08-20,Azure,Blob Storage,Southeast Asia,Engineering,13.59,50.29
2025-08-20,Azure,CDN,East US,Data Science,11.56,23.45
2025-08-20,Azure,CDN,Southeast Asia,Engineering,7.82,20.27
2025-08-20,Azure,Functions,Central India,QA,7.48,18.6
2025-08-20,Azure,Functions,Southeast Asia,QA,9.08,24.89
2025-08-20,Azure,SQL Database,East US,QA,31.74,99.33
2025-08-20,Azure,SQL Database,Central India,DevOps,45.29,157.0
2025-08-20,Azure,Virtual Machines,East US,DevOps,57.68,88.09
2025-08-20,Azure,Virtual Machines,West Europe,QA,64.27,200.7
2025-08-20,Azure,Virtual Machines,Central India,Data Science,33.46,105.98
2025-08-20,Azure,Virtual Machines,Southeast Asia,Marketing,38.61,69.52
2025-08-20,GCP,BigQuery,us-central1,QA,25.96,79.33
2025-08-20,GCP,BigQuery,europe-west1,DevOps,14.85,23.03
2025-08-20,GCP,Cloud CDN,us-central1,Finance,17.42,50.75
2025-08-20,GCP,Cloud Functions,us-central1,DevOps,7.92,18.92
2025-08-20,GCP,Cloud Functions,asia-south1,Finance,5.94,14.55
2025-08-20,GCP,Cloud Storage,us-central1,DevOps,9.25,35.23
2025-08-20,GCP,Cloud Storage,europe-west1,DevOps,5.8,21.03
2025-08-20,GCP,Cloud Storage,asia-south1,DevOps,13.72,25.32
2025-08-20,GCP,Compute Engine,us-central1,Finance,38.72,75.22
2025-08-20,GCP,Compute Engine,europe-west1,Finance,66.09,121.06
2025-08-20,GCP,Compute Engine,asia-south1,Marketing,51.31,125.99
2025-08-21,AWS,CloudFront,eu-west-1,QA,11.54,37.48
2025-08-21,AWS,EBS,us-west-2,Engineering,11.74,22.88
2025-08-21,AWS,EBS,eu-west-1,Engineering,14.94,27.3
2025-08-21,AWS,EBS,ap-south-1,Finance,9.16,34.68
2025-08-21,AWS,EC2,us-east-1,DevOps,51.88,158.35
2025-08-21,AWS,EC2,us-west-2,Marketing,40.47,112.31
2025-08-21,AWS,EC2,eu-west-1,Finance,40.35,108.68
2025-08-21,AWS,Lambda,us-west-2,DevOps,4.76,7.36
2025-08-21,AWS,Lambda,eu-west-1,QA,4.3,10.63
2025-08-21,AWS,Lambda,ap-south-1,Marketing,4.68,8.02
2025-08-21,AWS,RDS,us-east-1,Engineering,28.08,82.45
2025-08-21,AWS,RDS,us-west-2,Finance,38.75,143.29
2025-08-21,AWS,RDS,eu-west-1,QA,38.66,134.57
2025-08-21,AWS,RDS,ap-south-1,Engineering,50.21,79.82
2025-08-21,AWS,S3,us-east-1,DevOps,7.69,15.22
2025-08-21,AWS,S3,us-west-2,Marketing,8.2,25.05
2025-08-21,AWS,S3,eu-west-1,Engineering,6.61,22.98
2025-08-21,AWS,S3,ap-south-1,QA,11.85,27.55
2025-08-21,Azure,Blob Storage,East US,DevOps,12.38,46.01
2025-08-21,Azure,Blob Storage,West Europe,Engineering,8.72,21.5
2025-08-21,Azure,Blob Storage,Southeast Asia,Engineering,14.11,52.65
2025-08-21,Azure,CDN,East US,Data Science,11.62,25.2
2025-08-21,Azure,CDN,Southeast Asia,Engineering,10.05,26.05
2025-08-21,Azure,Functions,Central India,QA,6.76,16.17
2025-08-21,Azure,Functions,Southeast Asia,QA,9.13,23.87
2025-08-21,Azure,SQL Database,East US,QA,34.55,120.66
2025-08-21,Azure,SQL Database,Central India,DevOps,39.23,140.91
2025-08-21,Azure,Virtual Machines,East US,DevOps,56.79,97.04
2025-08-21,Azure,Virtual Machines,West Europe,QA,56.99,204.42
2025-08-21,Azure,Virtual Machines,Central India,Data Science,42.74,146.28
2025-08-21,Azure,Virtual Machines,Southeast Asia,Marketing,39.78,71.23
2025-08-21,GCP,BigQuery,us-central1,QA,24.12,78.16
2025-08-21,GCP,BigQuery,europe-west1,DevOps,16.16,26.21
2025-08-21,GCP,Cloud CDN,us-central1,Finance,16.23,48.94
2025-08-21,GCP,Cloud Functions,us-central1,DevOps,8.5,20.02
2025-08-21,GCP,Cloud Functions,asia-south1,Finance,5.2,14.11
2025-08-21,GCP,Cloud Storage,us-central1,DevOps,11.07,37.78
2025-08-21,GCP,Cloud Storage,europe-west1,DevOps,5.92,24.27
2025-08-21,GCP,Cloud Storage,asia-south1,DevOps,14.99,29.74
2025-08-21,GCP,Compute Engine,us-central1,Finance,44.05,98.68
2025-08-21,GCP,Compute Engine,europe-west1,Finance,67.33,146.42
2025-08-21,GCP,Compute Engine,asia-south1,Marketing,60.8,145.6
2025-08-22,AWS,CloudFront,eu-west-1,QA,11.77,38.93
2025-08-22,AWS,EBS,us-west-2,Engineering,13.53,24.95
2025-08-22,AWS,EBS,eu-west-1,Engineering,12.44,25.11
2025-08-22,AWS,EBS,ap-south-1,Finance,9.84,38.1
2025-08-22,AWS,EC2,us-east-1,DevOps,42.99,118.32
2025-08-22,AWS,EC2,us-west-2,Marketing,43.37,106.82
2025-08-22,AWS,EC2,eu-west-1,Finance,43.45,107.76
2025-08-22,AWS,Lambda,us-west-2,DevOps,4.18,7.06
2025-08-22,AWS,Lambda,eu-west-1,QA,4.67,12.7
2025-08-22,AWS,Lambda,ap-south-1,Marketing,4.58,6.9
2025-08-22,AWS,RDS,us-east-1,Engineering,28.12,93.97
2025-08-22,AWS,RDS,us-west-2,Finance,36.26,132.27
2025-08-22,AWS,RDS,eu-west-1,QA,40.88,136.98
2025-08-22,AWS,RDS,ap-south-1,Engineering,42.95,61.77
2025-08-22,AWS,S3,us-east-1,DevOps,8.52,16.89
2025-08-22,AWS,S3,us-west-2,Marketing,7.3,25.79
2025-08-22,AWS,S3,eu-west-1,Engineering,6.77,27.51
2025-08-22,AWS,S3,ap-south-1,QA,11.75,28.72
2025-08-22,Azure,Blob Storage,East US,DevOps,11.76,43.76
2025-08-22,Azure,Blob Storage,West Europe,Engineering,9.29,23.5
2025-08-22,Azure,Blob Storage,Southeast Asia,Engineering,15.21,52.89
2025-08-22,Azure,CDN,East US,Data Science,9.13,21.77
2025-08-22,Azure,CDN,Southeast Asia,Engineering,9.15,25.92
2025-08-22,Azure,Functions,Central India,QA,6.61,16.46
2025-08-22,Azure,Functions,Southeast Asia,QA,8.98,22.61
2025-08-22,Azure,SQL Database,East US,QA,33.23,115.87
2025-08-22,Azure,SQL Database,Central India,DevOps,45.34,159.99
2025-08-22,Azure,Virtual Machines,East US,DevOps,57.36,94.48
2025-08-22,Azure,Virtual Machines,West Europe,QA,62.84,208.58
2025-08-22,Azure,Virtual Machines,Central India,Data Science,39.29,119.08
2025-08-22,Azure,Virtual Machines,Southeast Asia,Marketing,31.7,59.06
2025-08-22,GCP,BigQuery,us-central1,QA,25.04,80.1
2025-08-22,GCP,BigQuery,europe-west1,DevOps,14.34,20.22
2025-08-22,GCP,Cloud CDN,us-central1,Finance,15.79,45.74
2025-08-22,GCP,Cloud Functions,us-central1,DevOps,8.27,20.11
2025-08-22,GCP,Cloud Functions,asia-south1,Finance,5.11,12.15
2025-08-22,GCP,Cloud Storage,us-central1,DevOps,9.68,37.12
2025-08-22,GCP,Cloud Storage,europe-west1,DevOps,6.05,23.33
2025-08-22,GCP,Cloud Storage,asia-south1,DevOps,16.26,31.24
2025-08-22,GCP,Compute Engine,us-central1,Finance,39.47,89.03
2025-08-22,GCP,Compute Engine,europe-west1,Finance,69.93,138.25
2025-08-22,GCP,Compute Engine,asia-south1,Marketing,68.65,174.37
2025-08-23,AWS,CloudFront,eu-west-1,QA,13.64,48.79
2025-08-23,AWS,EBS,us-west-2,Engineering,12.28,23.79
2025-08-23,AWS,EBS,eu-west-1,Engineering,13.85,26.92
2025-08-23,AWS,EBS,ap-south-1,Finance,11.04,42.51
2025-08-23,AWS,EC2,us-east-1,DevOps,42.48,130.28
2025-08-23,AWS,EC2,us-west-2,Marketing,47.45,125.6
2025-08-23,AWS,EC2,eu-west-1,Finance,39.66,109.84
2025-08-23,AWS,Lambda,us-west-2,DevOps,3.37,5.92
2025-08-23,AWS,Lambda,eu-west-1,QA,4.39,11.35
2025-08-23,AWS,Lambda,ap-south-1,Marketing,5.18,8.56
2025-08-23,AWS,RDS,us-east-1,Engineering,28.61,85.78
2025-08-23,AWS,RDS,us-west-2,Finance,36.16,133.2
2025-08-23,AWS,RDS,eu-west-1,QA,36.25,116.66
2025-08-23,AWS,RDS,ap-south-1,Engineering,51.75,82.01
2025-08-23,AWS,S3,us-east-1,DevOps,7.29,15.34
2025-08-23,AWS,S3,us-west-2,Marketing,7.27,25.46
2025-08-23,AWS,S3,eu-west-1,Engineering,6.62,24.17
2025-08-23,AWS,S3,ap-south-1,QA,13.8,35.19
2025-08-23,Azure,Blob Storage,East US,DevOps,11.72,44.72
2025-08-23,Azure,Blob Storage,West Europe,Engineering,9.12,20.74
2025-08-23,Azure,Blob Storage,Southeast Asia,Engineering,16.99,58.8
2025-08-23,Azure,CDN,East US,Data Science,9.86,22.76
2025-08-23,Azure,CDN,Southeast Asia,Engineering,8.72,24.7
2025-08-23,Azure,Functions,Central India,QA,8.28,19.17
2025-08-23,Azure,Functions,Southeast Asia,QA,7.89,18.66
2025-08-23,Azure,SQL Database,East US,QA,34.94,114.62
2025-08-23,Azure,SQL Database,Central India,DevOps,88.63,167.72
2025-08-23,Azure,Virtual Machines,East US,DevOps,53.62,84.4
2025-08-23,Azure,Virtual Machines,West Europe,QA,68.75,240.16
2025-08-23,Azure,Virtual Machines,Central India,Data Science,38.72,126.96
2025-08-23,Azure,Virtual Machines,Southeast Asia,Marketing,37.1,71.98
2025-08-23,GCP,BigQuery,us-central1,QA,27.29,77.04
2025-08-23,GCP,BigQuery,europe-west1,DevOps,13.96,22.03
2025-08-23,GCP,Cloud CDN,us-central1,Finance,18.89,51.92
2025-08-23,GCP,Cloud Functions,us-central1,DevOps,10.24,24.23
2025-08-23,GCP,Cloud Functions,asia-south1,Finance,5.3,12.84
2025-08-23,GCP,Cloud Storage,us-central1,DevOps,10.07,35.2
2025-08-23,GCP,Cloud Storage,europe-west1,DevOps,5.41,20.37
2025-08-23,GCP,Cloud Storage,asia-south1,DevOps,14.01,27.87
2025-08-23,GCP,Compute Engine,us-central1,Finance,39.68,84.84
2025-08-23,GCP,Compute Engine,europe-west1,Finance,67.29,131.68
2025-08-23,GCP,Compute Engine,asia-south1,Marketing,72.0,183.68
2025-08-24,AWS,CloudFront,eu-west-1,QA,11.65,37.21
2025-08-24,AWS,EBS,us-west-2,Engineering,12.74,22.69
2025-08-24,AWS,EBS,eu-west-1,Engineering,16.56,35.43
2025-08-24,AWS,EBS,ap-south-1,Finance,9.26,38.54
2025-08-24,AWS,EC2,us-east-1,DevOps,44.54,131.22
2025-08-24,AWS,EC2,us-west-2,Marketing,42.31,115.93
2025-08-24,AWS,EC2,eu-west-1,Finance,38.38,90.39
2025-08-24,AWS,Lambda,us-west-2,DevOps,4.31,7.53
2025-08-24,AWS,Lambda,eu-west-1,QA,4.8,12.11
2025-08-24,AWS,Lambda,ap-south-1,Marketing,5.53,7.99
2025-08-24,AWS,RDS,us-east-1,Engineering,35.58,121.29
2025-08-24,AWS,RDS,us-west-2,Finance,37.97,155.37
2025-08-24,AWS,RDS,eu-west-1,QA,37.42,109.51
2025-08-24,AWS,RDS,ap-south-1,Engineering,49.7,79.03
2025-08-24,AWS,S3,us-east-1,DevOps,7.47,16.24
2025-08-24,AWS,S3,us-west-2,Marketing,8.47,30.59
2025-08-24,AWS,S3,eu-west-1,Engineering,6.52,23.11
2025-08-24,AWS,S3,ap-south-1,QA,11.59,26.96
2025-08-24,Azure,Blob Storage,East US,DevOps,11.58,41.13
2025-08-24,Azure,Blob Storage,West Europe,Engineering,9.84,26.25
2025-08-24,Azure,Blob Storage,Southeast Asia,Engineering,15.64,59.37
2025-08-24,Azure,CDN,East US,Data Science,13.02,26.3
2025-08-24,Azure,CDN,Southeast Asia,Engineering,9.57,26.96
2025-08-24,Azure,Functions,Central India,QA,7.09,16.82
2025-08-24,Azure,Functions,Southeast Asia,QA,9.4,25.48
2025-08-24,Azure,SQL Database,East US,QA,35.64,118.91
2025-08-24,Azure,SQL Database,Central India,DevOps,43.63,155.27
2025-08-24,Azure,Virtual Machines,East US,DevOps,53.03,86.03
2025-08-24,Azure,Virtual Machines,West Europe,QA,61.97,187.91
2025-08-24,Azure,Virtual Machines,Central India,Data Science,43.81,147.51
2025-08-24,Azure,Virtual Machines,Southeast Asia,Marketing,38.28,77.9
2025-08-24,GCP,BigQuery,us-central1,QA,25.89,78.14
2025-08-24,GCP,BigQuery,europe-west1,DevOps,16.61,24.62
2025-08-24,GCP,Cloud CDN,us-central1,Finance,17.41,45.95
2025-08-24,GCP,Cloud Functions,us-central1,DevOps,9.52,21.59
2025-08-24,GCP,Cloud Functions,asia-south1,Finance,4.43,11.79
2025-08-24,GCP,Cloud Storage,us-central1,DevOps,9.34,37.21
2025-08-24,GCP,Cloud Storage,europe-west1,DevOps,5.34,20.81
2025-08-24,GCP,Cloud Storage,asia-south1,DevOps,15.15,29.65
2025-08-24,GCP,Compute Engine,us-central1,Finance,39.7,78.41
2025-08-24,GCP,Compute Engine,europe-west1,Finance,69.77,150.3
2025-08-24,GCP,Compute Engine,asia-south1,Marketing,69.95,170.91
2025-08-25,AWS,CloudFront,eu-west-1,QA,12.39,43.02
2025-08-25,AWS,EBS,us-west-2,Engineering,11.22,22.61
2025-08-25,AWS,EBS,eu-west-1,Engineering,14.51,31.08
2025-08-25,AWS,EBS,ap-south-1,Finance,9.07,34.94
2025-08-25,AWS,EC2,us-east-1,DevOps,45.08,137.51
2025-08-25,AWS,EC2,us-west-2,Marketing,44.22,118.45
2025-08-25,AWS,EC2,eu-west-1,Finance,37.29,101.67
2025-08-25,AWS,Lambda,us-west-2,DevOps,4.19,6.97
2025-08-25,AWS,Lambda,eu-west-1,QA,5.12,14.05
2025-08-25,AWS,Lambda,ap-south-1,Marketing,4.58,7.26
2025-08-25,AWS,RDS,us-east-1,Engineering,30.86,94.23
2025-08-25,AWS,RDS,us-west-2,Finance,39.97,136.96
2025-08-25,AWS,RDS,eu-west-1,QA,36.74,114.57
2025-08-25,AWS,RDS,ap-south-1,Engineering,45.49,67.52
2025-08-25,AWS,S3,us-east-1,DevOps,7.89,15.41
2025-08-25,AWS,S3,us-west-2,Marketing,7.99,28.47
2025-08-25,AWS,S3,eu-west-1,Engineering,6.41,23.02
2025-08-25,AWS,S3,ap-south-1,QA,11.25,25.53
2025-08-25,Azure,Blob Storage,East US,DevOps,13.01,46.19
2025-08-25,Azure,Blob Storage,West Europe,Engineering,9.63,23.11
2025-08-25,Azure,Blob Storage,Southeast Asia,Engineering,18.48,60.43
2025-08-25,Azure,CDN,East US,Data Science,10.82,23.69
2025-08-25,Azure,CDN,Southeast Asia,Engineering,9.29,26.01
2025-08-25,Azure,Functions,Central India,QA,8.09,19.46
2025-08-25,Azure,Functions,Southeast Asia,QA,10.99,25.35
2025-08-25,Azure,SQL Database,East US,QA,34.56,120.88
2025-08-25,Azure,SQL Database,Central India,DevOps,45.59,171.24
2025-08-25,Azure,Virtual Machines,East US,DevOps,56.59,91.43
2025-08-25,Azure,Virtual Machines,West Europe,QA,53.47,174.65
2025-08-25,Azure,Virtual Machines,Central India,Data Science,42.54,124.72
2025-08-25,Azure,Virtual Machines,Southeast Asia,Marketing,44.4,77.25
2025-08-25,GCP,BigQuery,us-central1,QA,24.05,71.69
2025-08-25,GCP,BigQuery,europe-west1,DevOps,14.06,20.73
2025-08-25,GCP,Cloud CDN,us-central1,Finance,16.54,49.44
2025-08-25,GCP,Cloud Functions,us-central1,DevOps,8.43,19.61
2025-08-25,GCP,Cloud Functions,asia-south1,Finance,4.39,11.74
2025-08-25,GCP,Cloud Storage,us-central1,DevOps,9.21,32.55
2025-08-25,GCP,Cloud Storage,europe-west1,DevOps,6.53,25.59
2025-08-25,GCP,Cloud Storage,asia-south1,DevOps,15.42,27.19
2025-08-25,GCP,Compute Engine,us-central1,Finance,41.26,83.34
2025-08-25,GCP,Compute Engine,europe-west1,Finance,74.74,165.41
2025-08-25,GCP,Compute Engine,asia-south1,Marketing,65.85,143.17
2025-08-26,AWS,CloudFront,eu-west-1,QA,13.43,47.97
2025-08-26,AWS,EBS,us-west-2,Engineering,11.49,23.52
2025-08-26,AWS,EBS,eu-west-1,Engineering,14.98,31.24
2025-08-26,AWS,EBS,ap-south-1,Finance,9.88,40.28
2025-08-26,AWS,EC2,us-east-1,DevOps,49.28,152.04
2025-08-26,AWS,EC2,us-west-2,Marketing,40.54,99.52
2025-08-26,AWS,EC2,eu-west-1,Finance,39.79,109.6
2025-08-26,AWS,Lambda,us-west-2,DevOps,3.84,6.49
2025-08-26,AWS,Lambda,eu-west-1,QA,4.43,11.74
2025-08-26,AWS,Lambda,ap-south-1,Marketing,5.43,9.22
2025-08-26,AWS,RDS,us-east-1,Engineering,35.28,118.64
2025-08-26,AWS,RDS,us-west-2,Finance,43.91,177.81
2025-08-26,AWS,RDS,eu-west-1,QA,35.44,107.05
2025-08-26,AWS,RDS,ap-south-1,Engineering,37.75,53.89
2025-08-26,AWS,S3,us-east-1,DevOps,7.88,18.28
2025-08-26,AWS,S3,us-west-2,Marketing,7.29,25.7
2025-08-26,AWS,S3,eu-west-1,Engineering,6.03,22.48
2025-08-26,AWS,S3,ap-south-1,QA,24.1,26.16
2025-08-26,Azure,Blob Storage,East US,DevOps,13.57,47.08
2025-08-26,Azure,Blob Storage,West Europe,Engineering,10.44,27.98
2025-08-26,Azure,Blob Storage,Southeast Asia,Engineering,17.23,65.08
2025-08-26,Azure,CDN,East US,Data Science,11.78,27.97
2025-08-26,Azure,CDN,Southeast Asia,Engineering,10.48,24.73
2025-08-26,Azure,Functions,Central India,QA,8.02,20.93
2025-08-26,Azure,Functions,Southeast Asia,QA,9.76,23.94
2025-08-26,Azure,SQL Database,East US,QA,35.04,110.74
2025-08-26,Azure,SQL Database,Central India,DevOps,43.86,137.18
2025-08-26,Azure,Virtual Machines,East US,DevOps,56.05,86.0
2025-08-26,Azure,Virtual Machines,West Europe,QA,51.38,176.6
2025-08-26,Azure,Virtual Machines,Central India,Data Science,42.22,145.07
2025-08-26,Azure,Virtual Machines,Southeast Asia,Marketing,39.25,72.05
2025-08-26,GCP,BigQuery,us-central1,QA,26.83,89.87
2025-08-26,GCP,BigQuery,europe-west1,DevOps,14.82,20.25
2025-08-26,GCP,Cloud CDN,us-central1,Finance,15.76,43.68
2025-08-26,GCP,Cloud Functions,us-central1,DevOps,8.59,21.81
2025-08-26,GCP,Cloud Functions,asia-south1,Finance,5.46,15.22
2025-08-26,GCP,Cloud Storage,us-central1,DevOps,10.55,36.64
2025-08-26,GCP,Cloud Storage,europe-west1,DevOps,6.82,24.03
2025-08-26,GCP,Cloud Storage,asia-south1,DevOps,12.89,24.48
2025-08-26,GCP,Compute Engine,us-central1,Finance,42.38,98.04
2025-08-26,GCP,Compute Engine,europe-west1,Finance,67.49,143.94
2025-08-26,GCP,Compute Engine,asia-south1,Marketing,64.7,140.15
2025-08-27,AWS,CloudFront,eu-west-1,QA,11.9,40.96
2025-08-27,AWS,EBS,us-west-2,Engineering,12.29,25.28
2025-08-27,AWS,EBS,eu-west-1,Engineering,13.85,28.53
2025-08-27,AWS,EBS,ap-south-1,Finance,10.89,40.01
2025-08-27,AWS,EC2,us-east-1,DevOps,39.89,107.18
2025-08-27,AWS,EC2,us-west-2,Marketing,39.54,100.53
2025-08-27,AWS,EC2,eu-west-1,Finance,35.41,96.73
2025-08-27,AWS,Lambda,us-west-2,DevOps,4.44,7.49
2025-08-27,AWS,Lambda,eu-west-1,QA,4.7,12.3
2025-08-27,AWS,Lambda,ap-south-1,Marketing,4.39,6.99
2025-08-27,AWS,RDS,us-east-1,Engineering,29.45,88.1
2025-08-27,AWS,RDS,us-west-2,Finance,36.1,134.28
2025-08-27,AWS,RDS,eu-west-1,QA,40.39,117.09
2025-08-27,AWS,RDS,ap-south-1,Engineering,40.98,62.35
2025-08-27,AWS,S3,us-east-1,DevOps,8.64,19.36
2025-08-27,AWS,S3,us-west-2,Marketing,7.78,23.33
2025-08-27,AWS,S3,eu-west-1,Engineering,7.55,27.18
2025-08-27,AWS,S3,ap-south-1,QA,12.27,29.5
2025-08-27,Azure,Blob Storage,East US,DevOps,13.02,48.1
2025-08-27,Azure,Blob Storage,West Europe,Engineering,10.42,25.03
2025-08-27,Azure,Blob Storage,Southeast Asia,Engineering,16.43,62.69
2025-08-27,Azure,CDN,East US,Data Science,11.78,25.46
2025-08-27,Azure,CDN,Southeast Asia,Engineering,8.92,22.73
2025-08-27,Azure,Functions,Central India,QA,7.81,18.43
2025-08-27,Azure,Functions,Southeast Asia,QA,9.15,22.2
2025-08-27,Azure,SQL Database,East US,QA,31.23,93.3
2025-08-27,Azure,SQL Database,Central India,DevOps,45.55,170.48
2025-08-27,Azure,Virtual Machines,East US,DevOps,52.37,81.44
2025-08-27,Azure,Virtual Machines,West Europe,QA,66.52,204.75
2025-08-27,Azure,Virtual Machines,Central India,Data Science,43.14,143.29
2025-08-27,Azure,Virtual Machines,Southeast Asia,Marketing,39.2,67.11
2025-08-27,GCP,BigQuery,us-central1,QA,27.65,93.04
2025-08-27,GCP,BigQuery,europe-west1,DevOps,16.38,26.93
2025-08-27,GCP,Cloud CDN,us-central1,Finance,19.03,54.38
2025-08-27,GCP,Cloud Functions,us-central1,DevOps,7.55,17.63
2025-08-27,GCP,Cloud Functions,asia-south1,Finance,4.97,13.91
2025-08-27,GCP,Cloud Storage,us-central1,DevOps,10.99,37.74
2025-08-27,GCP,Cloud Storage,europe-west1,DevOps,6.69,26.47
2025-08-27,GCP,Cloud Storage,asia-south1,DevOps,15.06,26.6
2025-08-27,GCP,Compute Engine,us-central1,Finance,47.85,95.89
2025-08-27,GCP,Compute Engine,europe-west1,Finance,89.45,169.9
2025-08-27,GCP,Compute Engine,asia-south1,Marketing,63.14,146.11
2025-08-28,AWS,CloudFront,eu-west-1,QA,28.89,41.34
2025-08-28,AWS,EBS,us-west-2,Engineering,13.57,24.9
2025-08-28,AWS,EBS,eu-west-1,Engineering,15.02,27.43
2025-08-28,AWS,EBS,ap-south-1,Finance,8.97,33.78
2025-08-28,AWS,EC2,us-east-1,DevOps,108.96,145.16
2025-08-28,AWS,EC2,us-west-2,Marketing,50.73,140.35
2025-08-28,AWS,EC2,eu-west-1,Finance,39.64,102.08
2025-08-28,AWS,Lambda,us-west-2,DevOps,4.04,7.05
2025-08-28,AWS,Lambda,eu-west-1,QA,4.97,13.51
2025-08-28,AWS,Lambda,ap-south-1,Marketing,5.09,8.21
2025-08-28,AWS,RDS,us-east-1,Engineering,28.97,91.19
2025-08-28,AWS,RDS,us-west-2,Finance,39.76,152.13
2025-08-28,AWS,RDS,eu-west-1,QA,39.53,126.4
2025-08-28,AWS,RDS,ap-south-1,Engineering,45.18,74.23
2025-08-28,AWS,S3,us-east-1,DevOps,7.77,16.85
2025-08-28,AWS,S3,us-west-2,Marketing,7.71,23.4
2025-08-28,AWS,S3,eu-west-1,Engineering,8.13,29.68
2025-08-28,AWS,S3,ap-south-1,QA,12.65,29.38
2025-08-28,Azure,Blob Storage,East US,DevOps,12.81,50.41
2025-08-28,Azure,Blob Storage,West Europe,Engineering,9.93,22.58
2025-08-28,Azure,Blob Storage,Southeast Asia,Engineering,16.1,58.06
2025-08-28,Azure,CDN,East US,Data Science,9.6,22.42
2025-08-28,Azure,CDN,Southeast Asia,Engineering,9.68,27.16
2025-08-28,Azure,Functions,Central India,QA,9.39,23.46
2025-08-28,Azure,Functions,Southeast Asia,QA,9.91,27.25
